Renens VD,an,—,—,23,23,1,1,1,1,1,1,1,1,1,3,3,3,3,—,—,—,—,—,—,—
Renens VD,ab,—,—,24,24,2,2,2,2,2,2,2,2,2,4,4,4,4,—,—,—,—,—,—,—
Lausanne,an,—,—,29,29,8,8,8,9,9,9,9,9,9,9,9,9,9,—,—,—,—,—,—,—
Lausanne,ab,—,—,31,31,11,11,11,12,12,11,11,12,12,11,11,11,11,—,—,—,—,—,—,—
Vevey,an,—,—,45,45,25,25,25,25,25,26,26,26,26,25,25,25,25,—,—,—,—,—,—,—
Vevey,ab,—,—,46,46,26,26,26,26,27,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Montreux,an,—,—,51,50,31,31,31,31,31,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Montreux,ab,—,—,51,51,32,32,32,32,32,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Villeneuve VD,an,—,—,55,55,35,35,35,36,36,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Villeneuve VD,ab,—,—,56,56,36,36,36,36,37,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Aigle,an,—,—,2,2,42,42,42,42,42,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Aigle,ab,—,—,3,3,43,43,43,43,43,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Bex,an,—,—,8,8,48,48,48,48,48,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Bex,ab,—,—,9,9,49,49,49,49,49,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
St-Maurice,an,—,—,13,12,53,53,53,53,53,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
St-Maurice,ab,—,—,14,13,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Martigny,an,—,—,23,23,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Martigny,ab,—,—,35,35,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
St-Maurice,an,—,—,45,45,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
St-Maurice,ab,—,—,46,46,4,4,4,4,4,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Bex,an,—,—,50,50,7,7,7,7,7,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Bex,ab,—,—,50,50,8,8,8,8,8,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Aigle,an,—,—,56,56,14,14,14,15,13,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Aigle,ab,—,—,57,57,15,15,15,16,14,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Villeneuve VD,an,—,—,3,3,21,21,21,22,20,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Villeneuve VD,ab,—,—,3,3,22,22,22,22,21,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Montreux,an,—,—,7,7,26,26,26,26,24,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Montreux,ab,—,—,8,8,27,27,27,27,25,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Vevey,an,—,—,14,13,31,31,32,32,30,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Vevey,ab,—,—,14,13,32,32,33,33,33,34,34,34,34,35,35,35,35,—,—,—,—,—,—,—
Lausanne,an,—,—,29,28,48,48,49,48,48,48,48,48,48,49,49,49,49,—,—,—,—,—,—,—
Lausanne,ab,—,—,30,30,51,51,51,51,51,51,51,51,51,51,51,51,51,—,—,—,—,—,—,—
Renens VD,an,—,—,35,35,57,57,57,57,56,56,56,56,56,55,55,55,55,—,—,—,—,—,—,—
Renens VD,ab,—,—,35,35,58,58,58,58,57,57,57,57,57,56,56,56,56,—,—,—,—,—,—,—
Morges,an,—,—,43,43,4,4,4,4,3,3,3,3,3,1,1,1,1,—,—,—,—,—,—,—
Morges,ab,—,—,43,43,5,5,5,5,4,4,4,4,4,2,2,2,2,—,—,—,—,—,—,—
Allaman,an,—,—,50,50,10,10,10,10,10,10,10,10,10,7,7,7,7,—,—,—,—,—,—,—
Allaman,ab,—,—,50,50,11,11,11,11,11,11,11,11,11,8,8,8,8,—,—,—,—,—,—,—
Rolle,an,—,—,54,54,15,15,15,15,15,15,15,15,15,12,12,12,12,—,—,—,—,—,—,—
Rolle,ab,—,—,55,55,16,16,16,16,16,16,16,16,16,13,13,13,13,—,—,—,—,—,—,—
Gland,an,—,—,0,0,19,19,19,19,19,19,19,19,19,18,18,18,18,—,—,—,—,—,—,—
Gland,ab,—,—,0,0,20,20,20,20,20,20,19,20,20,18,18,18,18,—,—,—,—,—,—,—
Nyon,an,—,—,4,4,24,24,24,24,24,24,23,24,24,22,22,22,22,—,—,—,—,—,—,—
Nyon,ab,—,—,5,5,25,25,25,25,25,24,24,25,25,23,23,23,23,—,—,—,—,—,—,—
Coppet,an,—,—,10,10,30,30,30,30,30,29,29,30,30,28,28,28,28,—,—,—,—,—,—,—
Coppet,ab,—,—,11,11,31,31,31,31,31,30,30,31,31,29,29,29,29,—,—,—,—,—,—,—
Genève,an,—,—,21,21,40,40,40,40,40,40,40,41,41,39,39,39,39,—,—,—,—,—,—,—
Genève,ab,—,—,23,23,42,42,42,42,42,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lancy-Pont-Rouge,an,—,—,28,28,47,48,48,48,48,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lancy-Pont-Rouge,ab,—,—,30,30,49,48,48,48,48,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lancy-Bachet,an,—,—,32,32,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lancy-Bachet,ab,—,—,32,32,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève-Champel,an,—,—,36,36,52,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève-Champel,ab,—,—,36,36,53,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève-Eaux-Vives,an,—,—,38,38,56,54,54,54,54,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève-Eaux-Vives,ab,—,—,39,39,57,56,56,56,56,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Chêne-Bourg,an,—,—,43,43,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Chêne-Bourg,ab,—,—,43,43,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Annemasse,an,—,—,48,48,3,3,3,3,3,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split
Annemasse,ab,—,—,42,42,25,27,27,27,27,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Chêne-Bourg,an,—,—,46,46,29,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Chêne-Bourg,ab,—,—,47,47,29,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève-Eaux-Vives,an,—,—,50,50,32,34,34,34,34,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève-Eaux-Vives,ab,—,—,51,51,33,35,35,35,35,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève-Champel,an,—,—,53,53,35,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève-Champel,ab,—,—,54,54,36,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lancy-Bachet,an,—,—,57,57,39,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lancy-Bachet,ab,—,—,58,58,40,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lancy-Pont-Rouge,an,—,—,0,0,42,41,41,41,41,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lancy-Pont-Rouge,ab,—,—,1,1,42,42,42,42,42,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève,an,—,—,6,6,47,47,47,47,49,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève,ab,—,—,8,8,50,50,50,50,50,49,49,—,—,—,—,—,—,—,—,—,—,—,—,—
Coppet,an,—,—,18,18,59,59,59,59,59,58,58,—,—,—,—,—,—,—,—,—,—,—,—,—
Coppet,ab,—,—,19,19,0,0,0,0,0,59,59,—,—,—,—,—,—,—,—,—,—,—,—,—
Nyon,an,—,—,24,24,5,5,5,5,5,4,4,—,—,—,—,—,—,—,—,—,—,—,—,—
Nyon,ab,—,—,25,25,6,6,6,6,6,5,5,—,—,—,—,—,—,—,—,—,—,—,—,—
Gland,an,—,—,29,29,10,10,10,10,10,9,9,—,—,—,—,—,—,—,—,—,—,—,—,—
Gland,ab,—,—,29,29,10,10,10,10,10,9,9,—,—,—,—,—,—,—,—,—,—,—,—,—
Rolle,an,—,—,34,34,14,14,14,14,14,14,14,—,—,—,—,—,—,—,—,—,—,—,—,—
Rolle,ab,—,—,35,34,14,14,14,14,14,14,14,—,—,—,—,—,—,—,—,—,—,—,—,—
Allaman,an,—,—,39,39,18,18,18,18,18,18,18,—,—,—,—,—,—,—,—,—,—,—,—,—
Allaman,ab,—,—,40,40,19,19,19,19,19,19,19,—,—,—,—,—,—,—,—,—,—,—,—,—
Morges,an,—,—,45,46,24,24,24,24,24,25,25,—,—,—,—,—,—,—,—,—,—,—,—,—
Morges,ab,—,—,46,46,25,25,25,25,25,26,26,—,—,—,—,—,—,—,—,—,—,—,—,—
Renens VD,an,—,—,53,53,31,31,31,31,31,31,31,—,—,—,—,—,—,—,—,—,—,—,—,—
Renens VD,ab,—,—,54,54,32,32,32,32,32,32,32,—,—,—,—,—,—,—,—,—,—,—,—,—
Lausanne,an,—,—,59,59,38,38,38,39,39,39,39,—,—,—,—,—,—,—,—,—,—,—,—,—
Lausanne,ab,—,—,1,1,41,41,41,42,42,42,42,—,—,—,—,—,—,—,—,—,—,—,—,—
Vevey,an,—,—,15,15,56,56,56,56,56,56,56,—,—,—,—,—,—,—,—,—,—,—,—,—
Vevey,ab,—,—,15,16,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Montreux,an,—,—,20,20,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Montreux,ab,—,—,21,21,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Villeneuve VD,an,—,—,25,25,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Villeneuve VD,ab,—,—,26,26,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Aigle,an,—,—,32,32,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Aigle,ab,—,—,33,32,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Bex,an,—,—,38,38,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Bex,ab,—,—,39,39,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
St-Maurice,an,—,—,44,44,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
St-Maurice,ab,—,—,13,14,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Bex,an,—,—,18,19,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Bex,ab,—,—,18,19,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Aigle,an,—,—,25,25,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Aigle,ab,—,—,26,26,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Villeneuve VD,an,—,—,33,33,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Villeneuve VD,ab,—,—,33,33,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Montreux,an,—,—,37,37,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Montreux,ab,—,—,38,38,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Vevey,an,—,—,45,43,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Vevey,ab,—,—,45,43,3,3,3,3,3,4,4,—,—,—,—,—,—,—,—,—,—,—,—,—
Lausanne,an,—,—,59,58,19,19,19,18,18,18,18,—,—,—,—,—,—,—,—,—,—,—,—,—
Lausanne,ab,—,—,0,0,21,21,21,21,21,21,21,—,—,—,—,—,—,—,—,—,—,—,—,—
Renens VD,an,—,—,5,5,27,27,27,27,26,26,26,—,—,—,—,—,—,—,—,—,—,—,—,—
Renens VD,ab,—,—,6,5,27,28,28,28,27,27,27,—,—,—,—,—,—,—,—,—,—,—,—,—
Morges,an,—,—,13,13,34,34,34,34,33,33,33,—,—,—,—,—,—,—,—,—,—,—,—,—
Morges,ab,—,—,13,13,35,35,35,35,34,34,34,—,—,—,—,—,—,—,—,—,—,—,—,—
Allaman,an,—,—,20,20,40,40,40,40,40,40,40,—,—,—,—,—,—,—,—,—,—,—,—,—
Allaman,ab,—,—,20,20,41,41,41,41,41,41,41,—,—,—,—,—,—,—,—,—,—,—,—,—
Rolle,an,—,—,24,24,45,45,45,45,45,45,45,—,—,—,—,—,—,—,—,—,—,—,—,—
Rolle,ab,—,—,25,25,46,46,46,46,46,46,46,—,—,—,—,—,—,—,—,—,—,—,—,—
Gland,an,—,—,30,30,49,49,49,49,49,49,49,—,—,—,—,—,—,—,—,—,—,—,—,—
Gland,ab,—,—,30,30,49,49,49,49,49,49,49,—,—,—,—,—,—,—,—,—,—,—,—,—
Nyon,an,—,—,34,34,54,54,54,54,54,54,53,—,—,—,—,—,—,—,—,—,—,—,—,—
Nyon,ab,—,—,35,35,55,54,55,55,55,54,54,—,—,—,—,—,—,—,—,—,—,—,—,—
Coppet,an,—,—,40,40,0,0,0,0,0,59,59,—,—,—,—,—,—,—,—,—,—,—,—,—
Coppet,ab,—,—,41,41,1,0,1,1,1,0,0,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève,an,—,—,51,51,10,10,10,10,10,10,10,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève,ab,—,—,53,53,12,12,12,12,12,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lancy-Pont-Rouge,an,—,—,59,59,18,18,18,18,18,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lancy-Pont-Rouge,ab,—,—,0,0,19,18,18,18,18,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lancy-Bachet,an,—,—,2,2,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lancy-Bachet,ab,—,—,2,2,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève-Champel,an,—,—,6,6,24,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève-Champel,ab,—,—,6,6,24,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève-Eaux-Vives,an,—,—,8,8,26,24,24,24,24,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Genève-Eaux-Vives,ab,—,—,9,9,27,26,26,26,26,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Chêne-Bourg,an,—,—,13,13,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Chêne-Bourg,ab,—,—,13,13,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Annemasse,an,—,—,18,18,33,33,33,33,33,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
RE 37,an/ab,Y,Y,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014 Q3/4,2014 Q1/2,2013,2012,2011,2009,Y,Y,Y,Y
Aarau,ab,—,—,53,53,54,54,54,54,53,53,53,53,53,53,53,53,53,53,53,53,—,—,—,—
Lenzburg,an,—,—,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,—,—,—,—
Lenzburg,ab,—,—,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,—,—,—,—
Zürich HB,an,—,—,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,—,—,—,—
Zürich HB,ab,—,—,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,—,—,—,—
Lenzburg,an,—,—,57,57,57,58,58,58,57,57,57,57,57,57,57,57,57,57,57,58,—,—,—,—
Lenzburg,ab,—,—,58,58,58,59,59,59,58,58,58,58,58,58,58,58,58,58,58,59,—,—,—,—
Aarau,an,—,—,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,—,—,—,—
RE 3,an/ab,Y,2035,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014 Q3/4,2014 Q1/2,2013,2012,Y,Y,Y,Y,Y,Y
Schmitten FR,ab,—,—,52,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Düdingen,an,—,—,57,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Düdingen,ab,—,—,57,57,57,57,58,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Fribourg/Freiburg,an,—,—,2,3,3,3,3,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Fribourg/Freiburg,ab,—,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,—,—,—,—,—,—
Romont FR,an,—,26,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,—,—,—,—,—,—
Romont FR,ab,—,30,21,22,23,23,23,22,23,23,23,23,23,23,23,23,23,23,—,—,—,—,—,—
Bulle,an,—,45,40,41,41,41,41,41,41,41,41,42,42,42,42,42,42,41,—,—,—,—,—,—
Bulle,ab,—,15,19,20,20,20,20,19,20,20,20,20,20,20,20,20,20,20,—,—,—,—,—,—
Romont FR,an,—,30,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,—,—,—,—,—,—
Romont FR,ab,—,35,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,—,—,—,—,—,—
Fribourg/Freiburg,an,—,0,55,55,55,55,55,55,55,55,55,55,55,55,56,56,56,56,—,—,—,—,—,—
Fribourg/Freiburg,ab,—,—,55,55,56,56,56,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Düdingen,an,—,—,0,0,1,1,1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Düdingen,ab,—,—,1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Schmitten FR,an,—,—,10,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
RJX,an/ab,Y,2035,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014 Q3/4,2014 Q1/2,2013,2012,2011,2009,2008,2005,2002,1982
Basel SBB,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,12n
Zürich HB,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,12i
Zürich HB,ab,—,35n,40n,40n,40n,40n,40n,40n,40n,40n,40n,40n,40n,40n,40n,40n,40n,40n,40n,40i,40i,40i,33i,20i
Sargans,an,—,35i,36i,36i,36i,—,36i,36i,35i,35i,35i,35i,35i,35i,35i,35i,35i,35i,35i,35n,35n,35n,32n,18n
Sargans,ab,—,36i,36i,36i,36i,—,36i,36i,37i,37i,37i,37i,37i,37i,37i,37i,37i,37i,37i,37n,37n,37n,33n,24n
Buchs SG,an,—,48i,48i,48i,48i,48i,48i,48i,48i,48i,48i,48i,48i,48i,48i,48i,48i,48i,48i,50n,50n,50n,45n,38n
Buchs SG,ab,—,12n,11n,11n,11n,11n,11n,12n,12n,12n,12n,12n,12n,12n,12n,12n,12n,12n,12n,10i,10i,10i,15i,15i
Sargans,an,—,23n,23n,23n,23n,—,23n,23n,23n,23n,23n,23n,23n,23n,23n,23n,23n,23n,23n,22i,22i,22i,26i,26i
Sargans,ab,—,25n,23n,23n,23n,—,23n,23n,25n,25n,25n,25n,25n,25n,25n,25n,25n,25n,25n,24i,24i,24i,28i,34i
Zürich HB,an,—,30i,20i,20i,20i,20i,20i,20i,20i,20i,20i,20i,20i,20i,20i,20i,20i,20i,20i,20n,20n,20n,27n,33n
Zürich HB,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,42n
Basel SBB,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,42i
IC 4,an/ab,Y,2035,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014 Q3/4,2014 Q1/2,2013,2012,2011,2009,2008,2005,2002,1982
Zürich HB,ab,—,35,37,37,34,37,37,37,37,37,35,35,35,5,5,5,5,10i,10,10,14,14,13,—
Zürich Oerlikon,an,—,40,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich Oerlikon,ab,—,41,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Bülach,an,—,52,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,30i,30,30,30,30,29,—
Bülach,ab,—,52,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,31i,31,31,31,31,30,—
Schaffhausen,an,—,13,13,13,13,13,13,13,13,13,13,13,13,43,43,43,43,52i,52,50,52,52,51,—
Schaffhausen,ab,—,16,16,16,16,16,16,16,16,16,16,16i,16i,45i,45i,45i,45i,52i,52i,52i,52i,52i,52i,—
Singen (Hohentwiel),an,—,30,30,29,30,30,30,30,30,30,30,30i,30i,2n,2n,2n,2n,5n,5n,5n,5n,5n,5n,—
Singen (Hohentwiel),ab,—,32,32,32,32,32,32,32,32,32,32,32n,32n,57i,57i,57i,57i,54i,54i,54i,54i,54i,54i,—
Schaffhausen,an,—,45,45,45,45,45,45,45,45,45,45,45n,45n,11n,11n,11n,11n,7n,7n,7n,7n,7n,7n,—
Schaffhausen,ab,—,47,47,47,47,47,47,47,47,47,47,47,47,18,18,18,18,9n,9,9,9,9,9,—
Bülach,an,—,6,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,29n,29,29,29,29,29,—
Bülach,ab,—,7,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,30n,30,30,30,30,30,—
Zürich Oerlikon,an,—,17,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich Oerlikon,ab,—,18,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,an,—,25,23,23,26,23,23,23,23,23,25,25,25,55,55,55,55,48n,48,48,48,47,47,—
RE 48,an/ab,Y,2035,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014 Q3/4,2014 Q1/2,2013,2012,2011,2009,2008,2005,2002,1982
Zürich HB,ab,—,5,5,5,4,5,5,5,5,5,5,5,5,40,40,40,40,—,—,—,—,—,—,—
Zürich Oerlikon,an,—,10,10,10,10,10,10,11,11,11,11,11,11,47,47,47,47,—,—,—,—,—,—,—
